Name of Firm,unknown,unknown,"Address, line 1","Address, line 2",City,State,Zip,Capabilities Narrative,E-mail Address,CAGE Code,Congr. Dist.,County Code,UEI,E-Mall Page URL,Fax Number,Fiscal Year Ends,In TECH-Net?,Incorp. Country,Incorp. State,Last Updated,Main/Branch,Metro Stat Area,Phone Number,Trade Name,WWW Page URL,Year Established,Legal Structure,"Business Type (Service, Construction, etc)","Ownership/Self-Certs (Minority, Veteran, Woman, etc)","NAICS, All (for which firm is small)","NAICS, Buy Green and Small","NAICS, Primary and Small",FullAddress,ZipOnly
"MA ENGINEERS, INC.",YUSVI GUERRERO,,5160 CARROLL CANYON RD STE 200,,SAN DIEGO,CA,92121-1775,"MEP engineering firm who has extensive knowledge and experience in mechanical, electrical, and plumbing design.",yguerrero@ma-engr.com,8J8U7,51,073,XCDXNVKRJMA6,,,1231,,USA,CA,09/19/2024,Branch,7320,858-779-3318,MA ENGINEERS JV,,2020,CP,Service,,"541330, 541330, 541330, 541330",,,"5160 CARROLL CANYON RD STE 200, , SAN DIEGO, CA 92121-1775",92121
CIVITASDX LLC,DOUGLAS BURKE,,9920 PACIFIC HEIGHTS BLVD STE 150 OFFICE 121,,SAN DIEGO,CA,92121-,,dburke@civitasdx.com,8JDW9,51,073,FPJ9KNDMM4W4,,858-408-2600,1231,,USA,CA,11/12/2024,Branch,7320,858-518-7010,,www.civitasdx.com,2020,LL,,"Service-Disabled Veteran, Veteran","519290, 541511, 541512, 541513, 541519, 541519",,,"9920 PACIFIC HEIGHTS BLVD STE 150 OFFICE 121, , SAN DIEGO, CA 92121-",92121
"GENLANTIS DIAGNOSTICS, INC",ANTHONY SORGE,,8447 MIRAMAR MALL,,SAN DIEGO,CA,92121-2571,,asorge@genlantis.com,8KGH8,51,073,FZASC1E5B2M3,,,1231,,USA,CA,08/13/2024,Branch,7320,858-922-4694,,https://www.genlantisdx.com/,2019,CP,,,325413,,,"8447 MIRAMAR MALL, , SAN DIEGO, CA 92121-2571",92121
"PALM THERAPEUTICS, INC.",ANDREW RUDD,,3210 MERRYFIELD ROW,,SAN DIEGO,CA,92121-1126,,arudd@palmtherapeutics.com,89WC6,50,073,RXJNLF4A6MB8,,,1231,,USA,DE,03/08/2025,Branch,7320,630-567-8339,,,2018,CP,,Subcontinent Asian American,"541715, 541715, 541715, 541715",,,"3210 MERRYFIELD ROW, , SAN DIEGO, CA 92121-1126",92121
"NANO PHARMASOLUTIONS, INC.",KAY OLMSTEAD,,9853 PACIFIC HEIGHTS BLVD,,SAN DIEGO,CA,92121-4721,"Nano PharmaSolutions, Inc. has solved the cumbersome physical attributes of ultra-small particulates through its proprietary platform technology of generating nanoparticles of drugs under ultra-low pressure and in situ coating of the nanoparticles onto a solid matrix commonly used in formulation, namely mannitol, lactose, or other hydrophilic filler/binder.",kay@nanopharmasolutions.com,8HUT2,51,073,NCL3DMFJW9Z5,http://www.nanopharmasolutions.com,,1231,,USA,DE,06/26/2024,Branch,7320,858-208-8419,,www.nanopharmasolutions.com,2019,CP,"R and D, Service","Asian Pacific American, Other Minority Owned, Self-Certified Small Disadvantaged Business, Woman Owned","541713, 541714, 541715, 541715, 541715, 541715",,,"9853 PACIFIC HEIGHTS BLVD, , SAN DIEGO, CA 92121-4721",92121
"ALLELE DIAGNOSTICS, INC.",JIWU WANG,,6404 NANCY RIDGE DR,,SAN DIEGO,CA,92121-2248,,jiwuwang@allelebiotech.com,98TM3,51,073,K2AFAC5MGJD6,,,1231,,USA,DE,08/22/2024,Branch,7320,858-587-6645,ALLELE DIAGNOSTICS INC,,2021,CP,,"Asian Pacific American, Other Minority Owned, Self-Certified Small Disadvantaged Business",325413,,,"6404 NANCY RIDGE DR, , SAN DIEGO, CA 92121-2248",92121
"BETACYTE LABORATORIES, LLC",YANG DAI,,6048 CORNERSTONE CT W STE C,,SAN DIEGO,CA,92121-4731,,yangdai30@hotmail.com,80GJ9,51,073,YK71GF6UGDU8,,,1231,,USA,CA,01/10/2025,Branch,7320,858-437-3770,BETACYTE LABORATORIES LLC,,2017,LL,,,"541714, 541715, 541715, 541715, 541715",,,"6048 CORNERSTONE CT W STE C, , SAN DIEGO, CA 92121-4731",92121
"ORIGAMI THERAPEUTICS, INC.",BETH HOFFMAN,,9276 SCRANTON RD STE 500,,SAN DIEGO,CA,92121-7707,,beth@origamitherapeutics.com,80E17,51,073,J5YECAJMZCS4,,,1231,,USA,DE,07/03/2024,Branch,7320,805-558-2664,,https://origamitherapeutics.com,2015,CP,,Woman Owned,541714,,,"9276 SCRANTON RD STE 500, , SAN DIEGO, CA 92121-7707",92121
RAFT PHARMACEUTICALS LLC,YURY MILLER,,6725 MESA RIDGE ROAD,STE 260,SAN DIEGO,CA,92121-3938,,yumiller@raftpharma.com,86ZN3,51,073,KD1LJTFV7DN8,,,1231,,USA,CA,02/27/2025,Branch,7320,858-354-3860,,https://raftpharma.com,2018,LL,,,"541714, 621511",,,"6725 MESA RIDGE ROAD, STE 260, SAN DIEGO, CA 92121-3938",92121
"HEALTHY WITHIN, A PSYCHOLOGICAL CORPORATION",DIVYA KAKAIYA,,5405 MOREHOUSE DR STE 230,,SAN DIEGO,CA,92121-4769,,drkakaiya@healthywithin.com,9E9B4,51,073,JXJ5PQFMLWN9,,,1231,,USA,CA,07/05/2024,Branch,7320,858-622-0221,,https://healthywithin.com/,1999,SC,,"Other Minority Owned, Subcontinent Asian American, Woman Owned","621330, 621498",,,"5405 MOREHOUSE DR STE 230, , SAN DIEGO, CA 92121-4769",92121
"ATMOSENSE, INC.",MOAZZEM HOSSAIN,,5414 OBERLIN DR STE 150,,SAN DIEGO,CA,92121-4751,,moazzem@atmosenseinc.com,9G3U9,51,073,S8MZVB3LDTU3,,,1231,,USA,DE,12/12/2024,Branch,7320,408-892-3178,,,2022,CP,,"Other Minority Owned, Self-Certified Small Disadvantaged Business, Subcontinent Asian American",334413,,,"5414 OBERLIN DR STE 150, , SAN DIEGO, CA 92121-4751",92121
AUG CONSULTING L.L.C.,SUZANNE ALARCON,,6720 COBRA WAY,,SAN DIEGO,CA,92121-4109,,Suzie@augenomics.com,9GX21,51,073,QPKLALWADV27,,,1231,,USA,CA,02/21/2025,Branch,7320,619-880-9598,AUGENOMICS,www.AUGenomics.com,2022,LL,,"Self-Certified Small Disadvantaged Business, Woman Owned","541690, 541714, 541990",,,"6720 COBRA WAY, , SAN DIEGO, CA 92121-4109",92121
4LBU LLC,SAMMY AYALA,,8575 COMMERCE,SUITE A,SAN DIEGO,CA,92121-2610,,Sayala@4lbu.org,9H4F4,51,073,CTYZPAMX56R5,,,1231,,USA,CA,02/13/2025,Branch,7320,619-389-6334,,,2017,CP,,"Black American, Other Minority Owned, Self-Certified Small Disadvantaged Business","611620, 711219, 713940, 812199",,,"8575 COMMERCE, SUITE A, SAN DIEGO, CA 92121-2610",92121
AIR SURGICAL INC,DIMITRIOUS SCHREIBER,,10340 CAMINO SANTA FE,STE A,SAN DIEGO,CA,92121-3104,,dimitri.schreib@gmail.com,9PAP9,51,073,CQVQGNFD11B4,,,1231,,USA,CA,01/09/2025,Branch,7320,757-645-7452,,air-surgical.com,2022,LL,,,"339112, 541330, 541330, 541330, 541330",,,"10340 CAMINO SANTA FE, STE A, SAN DIEGO, CA 92121-3104",92121
SEEKIN INC.,MAO MAO,,10320 CAMINO SANTA FE STE G,,SAN DIEGO,CA,92121-3103,"SeekIn Inc is a biotech company, focusing on blood-based pan-cancer early detection utilizing next-generation sequencing and artificial intelligence. Since it’s founded, SeekIn has been committed to providing cutting-edge and cost-effective solutions for cancer early detection, postoperative recurrence monitoring, treatment response evaluation, and novel molecular tests for leukemia patients.",mao_m@yahoo.com,9J1L7,51,073,S3E5MVA7UH47,https://www.seekincancer.com,,1231,,USA,DE,02/20/2025,Branch,7320,858-210-5875,,,2017,CP,"R and D, Service","Asian Pacific American, Other Minority Owned, Self-Certified Small Disadvantaged Business",541714,,,"10320 CAMINO SANTA FE STE G, , SAN DIEGO, CA 92121-3103",92121
"ANYGLABS, INC.",ANJALI GUPTA,,5770 OBERLIN DR,,SAN DIEGO,CA,92121-1723,,anjali@ANYg.bio,9JJL0,51,073,U1B4HRNRXEM9,,,1231,,USA,DE,01/22/2025,Branch,7320,858-337-8806,,,2023,CP,,"Other Minority Owned, Subcontinent Asian American, Woman Owned","541713, 541714, 541715, 541715, 541715, 541715",,,"5770 OBERLIN DR, , SAN DIEGO, CA 92121-1723",92121
"SYMBIO LABORATORIES US, LLC",JOSH SWIDER,,8310 MIRMAR MALL,,SAN DIEGO,CA,92121-2576,"Symbio is a pioneer in the analytical testing industry based in California. We utilize state-of-the-art instruments and leverage our highly trained team to provide a broad range of services, including chemical analytical testing, environmental monitoring, PFAS and water quality analyses, and beverage analysis. Moreover, we actively pursue complex R&D and monitoring programs alongside large government entities and private companies across California. Operating from our modern 20,000 sq ft facility, our team works dedicatedly across rotating shifts seven days a week, committed to our mission of contributing to a better world through scientific advancements.",jswider@symbiolabs.us,9JWN8,51,073,DFVQXKL3UDN1,https://www.symbiolabs.us,,1231,,USA,DE,02/08/2025,Branch,7320,858-869-1008,,www.symbiolabs.us,2022,LL,"R and D, Service",Self-Certified Small Disadvantaged Business,541380,,,"8310 MIRMAR MALL, , SAN DIEGO, CA 92121-2576",92121
"ABINTUS BIO, INC.",CARLOS IBANEZ,,10355 SCIENCE CENTER DR STE 250,,SAN DIEGO,CA,92121-1158,,carlosi241@abintusbio.com,9WMR0,50,073,YWN3TBXYNVJ6,,,1231,,USA,DE,05/17/2024,Branch,7320,848-204-6478,,,2020,CP,,Self-Certified Small Disadvantaged Business,541714,,,"10355 SCIENCE CENTER DR STE 250, , SAN DIEGO, CA 92121-1158",92121
INNOVATIVE CELL TECHNOLOGIES INC,LAURIE SCHULZ,,6790 TOP GUN ST,STE 1,SAN DIEGO,CA,92121-4121,,orders@innovativecelltech.com,6KXH8,51,073,VGC1L8VSC235,,858-453-2117,1231,,USA,CA,11/01/2024,Branch,7320,858-587-1716,INNOVATIVE CELL TECHNOLOGY INC,http://www.innovativecelltech.com,1996,CP,,,541714,,,"6790 TOP GUN ST, STE 1, SAN DIEGO, CA 92121-4121",92121
BIOTANICAL PHARMACEUTICALS,JORY WOLF,,7220 TRADE ST,# 306,SAN DIEGO,CA,92121-2324,,jory@biotanicalpharma.com,9LEQ0,51,073,EYY6XMY2G2W7,,,1231,,USA,CA,06/13/2024,Branch,7320,510-919-9062,,biotanicalpharma.com,2023,CP,,,"325411, 325414",,,"7220 TRADE ST, # 306, SAN DIEGO, CA 92121-2324",92121
OLMEDA BIOSCIENCES LLC,DONG LIANG,,3210 MERRYFIELD ROW,,SAN DIEGO,CA,92121-1126,,donny.liang@olmedabio.com,9LPA7,50,073,X8JYKGL1HJ91,,,1231,,USA,CA,11/01/2024,Branch,7320,818-927-1616,,,2023,PS,,Self-Certified Small Disadvantaged Business,541714,,,"3210 MERRYFIELD ROW, , SAN DIEGO, CA 92121-1126",92121
"APROS THERAPEUTICS, INC.",TOM WU,,9276 SCRANTON RD STE 500,,SAN DIEGO,CA,92121-7707,,tom_wu@aprostx.com,9MHA3,51,073,D9QAE4DG2V76,,,1231,,USA,DE,06/14/2024,Branch,7320,858-284-8839,,www.aprostx.com,2016,CP,,,"541715, 541715, 541715, 541715",,,"9276 SCRANTON RD STE 500, , SAN DIEGO, CA 92121-7707",92121
NEIL THOMPSON,NEIL THOMPSON,,5946 OCEANVIEW RIDGE LN,,SAN DIEGO,CA,92121-4368,,HELLO@TEACHTHEGEEK.COM,9MLK5,51,073,R4QNANCWR6Y7,,,1231,,USA,CA,07/03/2024,Branch,7320,949-292-6720,TEACH THE GEEK,,2023,SL,,,"611430, 611699, 812990",,,"5946 OCEANVIEW RIDGE LN, , SAN DIEGO, CA 92121-4368",92121
"ABYSS DEFENSE INDUSTRIES, INC.",MICHAEL LENANE,,10265 SCIENCE CENTER DR,,SAN DIEGO,CA,92121-1117,,michael@abyssdefense.com,9NW89,50,073,R1WMCK8M3JZ6,,,1231,,USA,DE,08/30/2024,Branch,7320,617-777-8497,ABYSS DEFENSE INDUSTRIES INC,,2022,CP,,Self-Certified Small Disadvantaged Business,"336611, 336612",,,"10265 SCIENCE CENTER DR, , SAN DIEGO, CA 92121-1117",92121
"FINLEY AND FINLEY CONSULTING SERVICES, LLC",GISELLE FINLEY,,6615 MAYCREST LN,,SAN DIEGO,CA,92121-4138,,ggfinley@san.rr.com,9QP51,51,073,C3YWXMKNJMG8,,,1231,,USA,CA,11/27/2024,Branch,7320,858-243-0752,FINLEY & FINLEY CONSULTING SERVICES LLC,,2021,PS,,"Other Minority Owned, Self-Certified Small Disadvantaged Business, Woman Owned","541330, 541330, 541330, 541330",,,"6615 MAYCREST LN, , SAN DIEGO, CA 92121-4138",92121
AYA DART LLC,MIKE YORK,,5930 CORNERSTONE CT W STE 300,,SAN DIEGO,CA,92121-3772,,doccafeCR@ayahealthcare.com,9RHJ6,51,073,URZGMFMHWSH9,,,0930,,USA,DE,12/11/2024,Branch,7320,858-299-0515,DOCCAFE,,2022,LL,,,561311,,,"5930 CORNERSTONE CT W STE 300, , SAN DIEGO, CA 92121-3772",92121
AMPERA LIFE INC.,SURYENDRA SHERMAN,,5752 OBERLIN DR STE 210,,SAN DIEGO,CA,92121-1747,,suri@amperalife.com,9RR37,51,073,WX7SG5KFVSN5,,,1231,,USA,DE,12/10/2024,Branch,7320,805-284-5140,,amperalife.com,2017,CP,,,"541713, 541714, 621511",,,"5752 OBERLIN DR STE 210, , SAN DIEGO, CA 92121-1747",92121
"DEVACELL, INC",INANC ORTAC,,6650 LUSK BLVD STE B105,,SAN DIEGO,CA,92121-2823,,iortac@devacell.com,6NTG2,51,073,XWFFSSNBZ3G4,,,1231,,USA,DE,03/28/2024,Branch,7320,858-344-8108,,https://www.devacell.com,2011,CP,,Self-Certified Small Disadvantaged Business,541713,,,"6650 LUSK BLVD STE B105, , SAN DIEGO, CA 92121-2823",92121
"NIEFERT CERTIFIED SOLUTIONS, LLC",WOLFGANG NIEFERT,,5850 OBERLIN DR STE 310,,SAN DIEGO,CA,92121-4712,"Based in San Diego, our modern software company partners with industry leaders such as Microsoft, SAP, AWS, and Azure. We focus on custom software development with seamless integration into existing systems, leveraging a component-based approach to deliver efficient and high-quality solutions. With an average of 20 years of experience, our expert team ensures that every project is guided by a strong business case, from analytics and reporting to ERP and cybersecurity. Our commitment to excellence is reflected in our publications, which are recognized as industry-leading resources in software, analytics, and cybersecurity.",wniefert@niefert.com,62VQ3,51,073,MHXYHCG8BNN5,https://www.n2oneportal.com,858-450-9096,1231,,USA,CA,12/20/2024,Branch,7320,858-450-9092,,http://www.niefert.com,1997,LL,,"Self-Certified Small Disadvantaged Business, Woman Owned","541511, 541512, 541513, 541519, 541519, 541611, 541613, 541614, 541618, 541930, 541990, 611420, 611430",,,"5850 OBERLIN DR STE 310, , SAN DIEGO, CA 92121-4712",92121
EPITUNE LLC,ALEXEY TERSKIKH,,6868 NANCY RIDGE DR,,SAN DIEGO,CA,92121-2217,,terskikh@me.com,9VEA6,51,073,TM37MWCQQLA5,,,1231,,USA,CA,04/19/2024,Branch,7320,858-232-7974,,,2024,LL,,,541714,,,"6868 NANCY RIDGE DR, , SAN DIEGO, CA 92121-2217",92121
"SUN VECTORS, INC.",CHRISTOPHER MASON,,3210 MERRYFIELD ROW,,SAN DIEGO,CA,92121-1126,,chris.mason@sunvectors.com,9WC32,50,073,NRVMSWKVJSN1,,,1231,,USA,DE,01/30/2025,Branch,7320,619-806-1837,SUN VECTORS INC,,2022,CP,,,541714,,,"3210 MERRYFIELD ROW, , SAN DIEGO, CA 92121-1126",92121
"SPARK MOLECULAR DIAGNOSTICS, INC",ALEXANDER YUM,,6349 NANCY RIDGE DR STE B,,SAN DIEGO,CA,92121-2247,,alex@sparkmoleculardx.com,9XAE6,51,073,CBWYDJ3RUM85,,,1024,,USA,CT,06/07/2024,Branch,7320,702-378-2473,,,2023,CP,,Self-Certified Small Disadvantaged Business,541714,,,"6349 NANCY RIDGE DR STE B, , SAN DIEGO, CA 92121-2247",92121
"CA PROJECT MANAGEMENT CONSULTANTS, INC",OUAFAE JDID,,4445 EASTGATE MALL STE 200,,SAN DIEGO,CA,92121-1979,,dabouzeid@capmc.net,53PB4,50,073,FKG8MA9EE6N7,,,1231,,USA,CA,07/11/2024,Branch,7320,949-331-9564,,www.capmc.net,2008,SC,,Woman Owned,"541330, 541330, 541330, 541330, 541611, 541614, 541690, 611430",,,"4445 EASTGATE MALL STE 200, , SAN DIEGO, CA 92121-1979",92121
RISING STAR RESOURCES SUPPLY INC,XUYANG ZHAO,,5405 MOREHOUSE DR STE 320,,SAN DIEGO,CA,92121-4725,,xuyang@rsrs.group,9XZZ4,51,073,VBFZZ9YJKFT1,,,1231,,USA,CA,11/02/2024,Branch,7320,858-290-9466,,rsrs.group,2023,CP,,"Asian Pacific American, Other Minority Owned, Self-Certified Small Disadvantaged Business, Veteran","326122, 423320, 423610, 423720, 423840",,,"5405 MOREHOUSE DR STE 320, , SAN DIEGO, CA 92121-4725",92121
KUMAR EMBROIDERY SERVICES INC,ANU KUMAR,,5955 MIRA MESA BLVD STE J,,SAN DIEGO,CA,92121-4304,,sandiegonorth@fullypromoted.com,5N7L8,51,073,YN3MMX42AFG5,,858-452-5022,1231,,USA,CA,07/30/2024,Branch,7320,858-452-5021,FULLY PROMOTED SAN DIEGO NORTH,https://fullypromoted.com/locations/san-diego-north-ca,2005,SC,,"Other Minority Owned, Subcontinent Asian American, Woman Owned","314999, 323113, 541890",,,"5955 MIRA MESA BLVD STE J, , SAN DIEGO, CA 92121-4304",92121
"PAPILLON THERAPEUTICS, INC.",CARTER CLIFF,,3210 MERRYFIELD ROW STE 5807,,SAN DIEGO,CA,92121-1126,,carter@d1asp0ra.com,01G68,50,073,QHXFKFVQNV36,,,1231,,USA,CA,09/11/2024,Branch,7320,608-514-5564,,,2022,CP,,"Self-Certified Small Disadvantaged Business, Woman Owned",541714,,,"3210 MERRYFIELD ROW STE 5807, , SAN DIEGO, CA 92121-1126",92121
PROJECT ROSIE LLC,LAURA SPIELMAN,,10343 ROSELLE ST,,SAN DIEGO,CA,92121-1501,,laura@therosieproject.org,02Q15,50,073,P8T2A5GH26E3,,,1231,,USA,CA,09/24/2024,Branch,7320,858-688-6324,,https://therosieproject.org/,2023,LL,,Woman Owned,"115210, 541720, 621340, 624120, 624190, 713990",,,"10343 ROSELLE ST, , SAN DIEGO, CA 92121-1501",92121
ATGG COMPANY,ZHAO CHEN,,6331 NANCY RIDGE DR STE A,,SAN DIEGO,CA,92121-6204,,run.shen@gmail.com,02H46,51,073,VHVAAJ3FDDY4,,,1231,,USA,DE,01/10/2025,Branch,7320,585-733-4263,REDY BIOSCIENCES,,2024,CP,,"Asian Pacific American, Other Minority Owned, Self-Certified Small Disadvantaged Business",541714,,,"6331 NANCY RIDGE DR STE A, , SAN DIEGO, CA 92121-6204",92121
"SIRO DIAGNOSTICS, INC.",JESSIE WICK,,9877 WAPLES ST,,SAN DIEGO,CA,92121-2922,,jessie@sirodiagnostics.com,03S18,51,073,CM9UQ5VFMTZ3,,,1231,,USA,DE,10/02/2024,Branch,7320,858-472-2156,,,2024,CP,,,325413,,,"9877 WAPLES ST, , SAN DIEGO, CA 92121-2922",92121
US CARBON COMPANY LLC,VICTOR HUEBNER,,5752 OBERLIN DR STE 219,,SAN DIEGO,CA,92121-1747,,victor.huebner@us-carbon.com,03J89,51,073,TZQ2N9UWKL61,,,1231,,USA,CA,09/27/2024,Branch,7320,414-491-5628,,https://www.us-carbon.com/,2024,LL,,,"327992, 335991",,,"5752 OBERLIN DR STE 219, , SAN DIEGO, CA 92121-1747",92121
CREATIVE LOGIC,WESLEY SNELL,,10750 JUNIPER PARK LN,,SAN DIEGO,CA,92121-4231,,wsnell-sam@creativelogic.com,08B81,51,073,PG2VPAHYHFN8,,858-458-1868,1231,,USA,CA,11/05/2024,Branch,7320,858-458-1799,,,2001,SC,,Self-Certified Small Disadvantaged Business,"541330, 541330, 541330, 541330, 541511, 541512, 811210",,,"10750 JUNIPER PARK LN, , SAN DIEGO, CA 92121-4231",92121
GREENROADS DIAGNOSTICS INC,LOGANATHAN DORAISAMY,,6725 MESA RIDGE RD STE 240,,SAN DIEGO,CA,92121-2925,,logan@loganlabs.co,0ADQ7,51,073,KYHPF2VHZ7Z6,,,1231,,USA,DE,11/23/2024,Branch,7320,858-472-5590,,,2020,CP,,Self-Certified Small Disadvantaged Business,541714,,,"6725 MESA RIDGE RD STE 240, , SAN DIEGO, CA 92121-2925",92121
MTLK CONSULTING LLC,MARK KLAUSNER,,6147 SUNSET CREST WAY,,SAN DIEGO,CA,92121-4127,,marklausner@mtlkconsulting.com,0Q209,51,073,M3ULC1K6YNG5,,,1231,,USA,CA,01/03/2025,Branch,7320,858-663-4996,,,2020,LL,,,"541330, 541330, 541330, 541330",,,"6147 SUNSET CREST WAY, , SAN DIEGO, CA 92121-4127",92121
ALEA SCIENCES INC,JELENA OSTOJIC,,11588 SORRENTO VALLEY RD STE 16,,SAN DIEGO,CA,92121-1336,,jostojic@aleasciences.com,10AD8,50,073,L8KYUTVC5V19,,,1231,,USA,DE,03/07/2025,Branch,7320,619-623-9462,,aleasciences.com,2024,CP,,"Self-Certified Small Disadvantaged Business, Woman Owned",541380,,,"11588 SORRENTO VALLEY RD STE 16, , SAN DIEGO, CA 92121-1336",92121
"COI CERAMICS, INC.",ROBERT BERNHARDT,Director of Technology,7130 MIRAMAR RD,,SAN DIEGO,CA,92121-2353,"Ceramic matrix composites, ceramic fibers, specialty ceramics",robert.bernhardt@ngc.com,1KP38,51,073,JHL1LUML1R65,,858-621-5770,1231,,USA,CA,11/06/2024,Branch,7320,858-621-7395,,,1999,CP,"Manufacturing, R and D, Service",,"336413, 336419",,,"7130 MIRAMAR RD, , SAN DIEGO, CA 92121-2353",92121
"STELLAR DATA, INC.",ADAM YAMINI,Sales Director,6904 MIRAMAR RD,STE 108,SAN DIEGO,CA,92121-2618,"We carry and have access to over 200,000 computer products, new and refurbished from all major manufacturers. We also specialize in hard to find parts for Sun Microsystems, HP, IBM, Cisco, Sony, 3Com, Nortel, Compaq and many more.",adam@stellardata.com,09SW1,51,073,G1B6HD7NGL97,http://adam@stellardata.com,858-653-0434,0901,,USA,CA,10/30/2024,Branch,7320,858-653-0400,,www.stellardata.com,1997,CP,,Woman Owned,"332722, 334111, 334112, 334511, 336320, 336390, 336412, 336413, 336415, 336419, 336992, 423430, 423610, 423690",,,"6904 MIRAMAR RD, STE 108, SAN DIEGO, CA 92121-2618",92121
INDUSTRIAL SECURITY ALLIANCE PARTNERS INC,BRIAN KELLY,,10350 SCIENCE CENTER DR,STE 100,SAN DIEGO,CA,92121-1133,"ISAP manufactures short, mid, and long range thermal IR security systems and solutions.",bmk@isapusa.com,1MJ07,50,073,D8NFTHEAD9H8,,,1231,,USA,NV,09/27/2024,Branch,7320,619-206-0846,,www.isapusa.com,2000,CP,"Manufacturing, Service",,541613,,,"10350 SCIENCE CENTER DR, STE 100, SAN DIEGO, CA 92121-1133",92121
"NOVATRON, INC.",REGINALD CLARK,,5080 SEA MIST CT,,SAN DIEGO,CA,92121-4226,"R&D, technology development int the areas biological agent protection, detection of chemical agents, UV systems, optics and electrical systems",wayne@novatroninc.com,1QXX0,51,073,J6VYZDVLFC97,,,1231,,USA,CA,02/20/2025,Branch,7320,858-775-5258,NOVATRON INC,http://www.novatroninc.com,2000,SC,,Veteran,"541715, 541715, 541715, 541715",,,"5080 SEA MIST CT, , SAN DIEGO, CA 92121-4226",92121
"AMRAD, INC",BRUCE HOLTON,,9255 TOWNE CENTRE DR STE 350,,SAN DIEGO,CA,92121-3060,"Specializing in custom scalable communication system design and installation. Tactical communication systems, dispatch command control systems, advanced antenna systems, systems integration, and professional two-way radio solutions.",bholton@goamrad.com,4LNS5,50,073,FZDBKZLGH863,https://www.goamrad.com/,619-239-5925,1231,,USA,NV,01/23/2025,Branch,7320,619-239-5020,,www.goamrad.com,2004,SC,Service,,"334220, 517121",,,"9255 TOWNE CENTRE DR STE 350, , SAN DIEGO, CA 92121-3060",92121
"INTERNATIONAL WEIGHING SYSTEMS, INC",GIESELA WIERE MUCCILLO,,9865 MESA RIM RD STE 213,,SAN DIEGO,CA,92121-2980,"Weighing Equipment Sales, service, rental, repair facility, OEM scale equipment",iwsscales@aol.com,1VLZ7,51,073,KZ68LYKY3GM9,,858-784-0542,0402,,USA,CA,09/12/2024,Branch,7320,858-784-0598,INTERNATIONAL WEIGHING SERVICES INC,http://www.iwsscales.com,2000,CP,,Woman Owned,811310,,,"9865 MESA RIM RD STE 213, , SAN DIEGO, CA 92121-2980",92121
"BUCKLEY, MICHAEL",MIKE BUCKLEY,,9936 MESA RIM RD,,SAN DIEGO,CA,92121-2910,,tacdepot3@yahoo.com,1FEQ1,51,073,CVKFDH7NTJ14,,,1231,,USA,CA,01/30/2025,Branch,7320,619-368-4489,R B ENTERPRISES,,1993,SL,,,334111,,,"9936 MESA RIM RD, , SAN DIEGO, CA 92121-2910",92121
"BIOPEPTIDE CO., INC.",MICHAEL FREYDKIN,Director of Peptide Chemistry,10457 ROSELLE ST STE 1,,SAN DIEGO,CA,92121-1542,Design synthesis and production of peptides using t-Boc/Fmoc solid phase and solution phase technology. Difficult custom peptides from milligram to multigram scale. High quality peptides with a fast turnaround time.,sales@biopeptide.com,3E6V8,50,073,FY67WKL4LAS3,http://www.biopeptide.com/,858-657-9440,1231,,USA,CA,05/03/2024,Branch,7320,800-909-2494,BIOPEPTIDE CO INC,https://www.biopeptide.com/,1999,SC,"Manufacturing, R and D, Service",,541714,,,"10457 ROSELLE ST STE 1, , SAN DIEGO, CA 92121-1542",92121
"UNIVERSAL STABILIZATION TECHNOLOGIES, INC.",VICTOR BRONSHTEIN,President and Chief Sci. Officer,4050 SORRENTO VALLEY BLVD,STE L,SAN DIEGO,CA,92121-1425,"Formulation of ambient temperature stable vaccines, therapeutic proteins, probiotics, and other biologicals",victorb@ustsd.com,3GCA5,51,073,M7VASTVN1J49,http://www.ustsd.com,858-625-2897,0930,,USA,DE,07/17/2024,Branch,7320,858-625-2890,UNIVERSAL STABILIZATION TECHNOLOGIES,http://www.vitrilife.com,2002,CP,"R and D, Service",,541714,,,"4050 SORRENTO VALLEY BLVD, STE L, SAN DIEGO, CA 92121-1425",92121
PROSPECT COMPUTER AND COMMUNICATIONS INC,JEFF KOLANO,,10635 ROSELLE ST STE A,,SAN DIEGO,CA,92121-1530,,Jeff@prospectcom.com,00Z19,50,073,C2JKP4NJMXW1,,858-459-3287,1031,,USA,CA,12/20/2024,Branch,7320,858-459-3200,PROSPECT COMPUTER & COMMUNICATION INC,http://www.prospectcom.com,1992,CP,,,"334111, 334210, 423690, 532490, 811210, 811310",,,"10635 ROSELLE ST STE A, , SAN DIEGO, CA 92121-1530",92121
